"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Germany","DEU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","17894.2966855025","18421.0421814761","19121.4978922895","19972.0254072346","20141.9394753194","20041.9479922639","21124.2556950912","21880.8076281356","22558.714790358","23484.5991918307","23766.107651563","23855.5258569738","23783.9454870064","24221.3403747435","24991.3336835112","25630.3329976336","26204.5895785314","26531.229705288","27407.5200661963","28256.1062209731","29485.7099744881","30766.9289577727","31121.0705650076","30615.1402117435","31238.8790596628","31628.1598130943","31790.8668596056","32313.2970704344","32959.0735691418","33559.3993737499","34490.0757688619","35011.068457503","34883.0580735445","34619.6640670185","35034.0806086181","35310.4704669272","36699.446781036","37842.3577913563","38278.3130082531","36190.3928860698","37760.9136283996","39977.3417095357","40069.3539560742","40135.0158319837","40851.1617304855","41103.2564363768","41682.0322433511","42639.5544087286","42928.7412368012","43292.6838917385","41601.9731563516","42900.0225187383","43361.1771204321","",
"Djibouti","DJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2167.20245692426","2279.57759541412","2409.31190224284","2538.05401932202","2632.91333316916","2714.35164845975","2820.06286565541","2814.82622084057","2901.13711251222","2950.94647464779","",
"Dominica","DMA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2931.49096058375","3225.32351321543","2622.68324411657","2965.12471738526","3288.300591944","3438.45793337226","3543.77561929708","3709.58835131412","3780.16578876989","4069.20477156817","4350.73719589022","4718.20440266233","4737.58599975448","5029.77616119257","5122.63293934719","5228.78584308185","5337.39954687062","5337.00235404821","5498.52118036443","5672.07518197498","5803.17731264038","6034.69440926883","6077.21916000036","6251.47117702852","6265.1719532047","6078.27172051108","6447.43143200502","6631.33314056172","6665.10597083414","6968.76324824362","7407.93063625493","7934.64607484249","7841.27318767384","7897.69032712761","7881.52520243285","7781.5327622706","7711.44603797089","8013.75308524294","7724.04241057376","7929.80528358816","7370.43311670808","7586.64614100055","7936.3048182003","6566.42735674195","6978.47049678221","7339.69510708724","",
"Denmark","DNK","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","18107.3759290293","19128.4044219207","20055.6436817272","20025.0367527905","21707.1637228444","22519.8115263793","22952.0113025231","24031.1274153613","25211.6295441511","26704.6332242614","26927.9590369218","27545.0669177612","28464.1397778596","29450.5970790465","28984.7792237673","28480.3554790863","30091.9728338229","30559.4558828137","31142.924578691","32268.5203006998","32073.6413237087","31869.0422345814","33067.5698057741","33949.3314179257","35382.234592759","36783.9410443123","38536.322876642","38585.402852645","38561.4119234317","38786.930952318","39295.2434424919","39739.6098511225","40383.5587756081","40253.5398981286","42257.0983305221","43310.2500901054","44314.7904987137","45570.0798221242","46412.038971456","47622.4390779319","49241.9280041345","49469.6888088275","49541.8555503286","49599.9969640753","50792.00095345","51835.8327062445","53687.4415474978","53935.8702479631","53345.3576182976","50457.2324892863","51173.4661587111","51644.4635097775","51567.0401502519","51831.7979309232","52404.7639713382","53254.8563700916","54556.0689545694","55735.7649011485","56563.4884729669","57203.0277943447","55653.587445315","59205.6466881475","60345.5573176803","",
"Dominican Republic","DOM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1373.82933524027","1298.58206647004","1471.28496404776","1517.55607468599","1569.9065146288","1332.61487798009","1467.13676877822","1471.00949837112","1432.017947938","1543.45093812534","1774.65873195809","1914.56176624552","2057.6655922904","2262.49852720879","2336.92061615949","2396.72481486198","2495.01588633753","2555.96329928976","2548.74500221006","2602.47537742792","2746.42782769308","2800.97919535457","2787.12007317352","2853.37751077569","2827.09125524333","2708.5796944514","2745.56869801084","2960.82985382038","2962.04533819508","3027.78543045284","2802.82147927053","2771.20953225026","3020.35944967255","3179.13145868126","3199.35919031071","3318.60508970862","3454.40869834502","3697.76365454191","3883.1334663421","4050.58152494283","4175.17102394888","4214.57376104824","4340.8999356515","4222.59033728834","4272.07523234141","4612.80874879234","4971.23816601656","5272.86411165654","5373.09625339146","5353.59822158028","5724.30729059668","5827.3832526434","5909.86337640133","6120.9911643647","6472.84908582725","6838.93674590634","7209.99020214435","7461.65326899816","7894.95519223748","8205.14259161047","7571.78282025612","8410.60584349772","8732.08073884782","",
"Algeria","DZA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2106.22857452789","1787.61477992447","1413.82321357679","1868.62614010156","1943.69855987689","2030.63606723792","1897.4890575299","2031.16880771534","2200.32437759495","2332.82169934138","2483.44544524939","2152.97044128122","2680.80322991627","2717.76908435454","2850.6840523296","2885.75603668933","2980.71501278158","3021.42544928791","3206.56232024146","3344.97797329696","3268.44298284817","3260.03203739444","3356.16154969079","3420.74496590267","3492.18316701329","3500.41704584317","3399.2840005519","3274.80189094257","3154.20323625704","3207.45498659379","3153.47583014697","3042.21590935767","3025.83954817452","2896.66841067658","2810.72674407805","2862.10786827821","2927.37743717948","2910.23924301648","3012.80544365147","3066.03770033307","3138.23001912134","3188.20622592292","3321.63776080143","3512.89904839883","3612.75298037776","3774.07125446926","3783.31296401603","3848.77825112227","3874.36806857968","3866.29575828418","3931.72005910031","3969.66027593824","4025.64148367191","4057.76480695524","4129.42254868204","4197.41998491398","4246.24217385308","4218.0823188856","4188.22038483483","4153.00345481624","3873.50874565769","3939.36086434716","3999.75769667754","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","320.645050523094","278.055702402269","272.664582823249","282.974810251714","305.974773620301","330.813243161404","347.736162018357","334.106663404675","331.307147732519","359.220210718011","396.652913179191","412.297608745628","421.995634744861","446.346940290676","453.763016948517","475.6773010467","480.851669947885","509.040383698702","547.343160496413","576.948009763311","611.142968823082","635.361528369333","664.880263091906","704.417172102553","762.448650198397","809.669594226896","853.085962309996","915.081425093758","986.924669442086","1026.52702494133","1062.28416808935","1129.90487836208","1238.58092953259","1359.66312307812","1488.35487043313","1614.45366687436","1738.96030285095","1843.99647778845","1875.45716044749","1973.9623262223","2103.71465685295","2229.56722663513","2387.95552311465","2579.55947305947","2791.92537263254","3045.82187864991","3356.80566586703","3747.35535229816","4039.86840383041","4330.58278294236","4726.03298965385","5095.47328919768","5435.16242732485","5783.28361501046","6137.89909862549","6500.07274972082","6875.11559856304","7280.74943102397","7705.43307853325","8105.01654912118","8167.29649987","8758.10977159773","9033.80534234272","",
"Early-demographic dividend","EAR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1081.64457570816","1101.23644450061","1110.93848225743","1134.85323163826","1195.7853402962","1231.08801457953","1250.33463611521","1286.67819064351","1337.68406108869","1389.39733628939","1472.49637396377","1523.0821583451","1590.11833005594","1666.06720167183","1734.81849713953","1735.26076862928","1815.32086703465","1844.84645451487","1825.60511398544","1854.85438892845","1873.34769722235","1901.24964839003","1850.39538866753","1807.12931477152","1802.72145017392","1772.32659357298","1776.60339143013","1782.68625989323","1802.39637146976","1801.16765880488","1853.48229393014","1894.11304793944","1928.11836190842","1954.85147208172","1980.06338353423","1987.37572544142","2060.15187847627","2116.60544407928","2128.54515142474","2132.75809225249","2185.9590272519","2167.95903392998","2167.56669589676","2244.45683144303","2342.92735610348","2439.87499265371","2545.12688243919","2647.45385755681","2696.6612757986","2672.92473006255","2802.96147607798","2896.35599873561","2974.6172440023","3052.04967150173","3133.91286606334","3227.84555073022","3325.68843419404","3431.30953977445","3516.70441287005","3554.56279933826","3362.0744110883","3562.72773320376","3724.24997279314","",
"East Asia & Pacific","EAS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1111.86829475761","1151.70461686867","1198.52686806289","1261.49524371065","1362.50415082235","1424.58403053495","1509.11885869631","1586.79112005927","1696.3366276195","1843.66786574435","1893.94276243607","1942.99415567372","2034.76128455355","2142.41201729643","2116.92533539986","2155.39104909632","2210.12853892583","2294.16791358563","2390.07415315408","2492.72779432253","2549.12396396319","2628.31285356247","2693.34637585","2768.12548271516","2895.17648721602","3014.68109222365","3114.26447190931","3256.06890799051","3447.64014527366","3569.76129349416","3694.88585237768","3818.83183043573","3927.91497245631","4040.67265989354","4199.20539818283","4383.89219603009","4575.7179939302","4706.78493078744","4676.44821563199","4802.83249705523","5014.54000892596","5133.90141437549","5313.78524810591","5532.51643144347","5812.76349308097","6109.88293854443","6456.11329176327","6887.68491604454","7137.75654350947","7269.63919281126","7769.63633398575","8135.87331215148","8489.72431968854","8865.88072718151","9218.65224173786","9586.06190605841","9962.38220389935","10392.1381962884","10820.5645697814","11189.5133598708","11125.3783847073","11785.2548860578","12099.3897276295","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5466.2133709791","5350.4905399871","5052.40553792037","4490.324778943","4209.63917417291","3731.02289002148","3656.20726527154","3644.64076814962","3742.59752819117","3680.97426352695","3768.15371187275","4084.46538407379","4191.6250523181","4420.86572541531","4724.31703367236","5109.57528806449","5477.53807696403","5914.73771111888","6364.24870438622","6606.65113563457","6197.57347152122","6508.99922923468","6877.33214147388","7112.57633616775","7357.24894042937","7463.75446868291","7486.32741358411","7559.62047603679","7814.12677657518","8022.11881440222","8161.4242429836","8033.62799401071","8598.15408033693","8748.0282546928","",
"Europe & Central Asia","ECS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","10418.9383849861","10721.8700208982","11138.4227369759","11716.4790805754","11882.4229677989","11734.5815125214","12199.5800809511","12461.0846174062","12775.9054445322","13167.8729735996","13254.9406199604","13231.8456912284","13277.4115385582","13460.4581558688","13734.3102599811","14033.4088916011","14330.3741947821","14678.1253307739","15203.6694650967","15650.5349041566","15936.129126825","15923.9554688471","15776.7720574277","15606.1153501758","15757.4848143977","16063.8378657677","16318.6779762123","16791.0137758924","17208.8392552921","17684.071951034","18435.0017372895","18826.8264779285","19090.5152900392","19383.298085985","19942.7427200887","20413.5883592219","21136.8597660182","21838.1563201584","21969.3163708634","20905.3074817014","21376.4482356671","21825.1747341383","21822.1447510695","21910.2295491214","22231.8161717057","22588.5885741348","22918.0215928047","23495.7377688729","23910.5374536957","24265.4170774707","22883.6202407612","24344.2470102278","25191.2910759628","",
"Ecuador","ECU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2529.87134084601","2584.87437156002","2634.98994302934","2613.58343586511","2726.50972694072","2734.52412379126","2646.68731207496","2689.38186095382","2662.06525533342","2706.73905541982","2810.6432296182","2903.43120223365","2963.85903158771","3283.45529580353","3550.73620047189","3832.38315098038","4003.98497754249","3958.59730969677","4072.7142112342","4112.92714106463","4153.60476409969","4272.9013629163","4188.84031662054","4068.76209602003","4070.48001794595","4124.89891067213","4161.78215332128","4048.91118259069","4184.02411438431","4126.60318537067","4180.33833324889","4263.26862167195","4262.48666242169","4261.2440025695","4358.59348609316","4374.26871635925","4369.32102204706","4477.57093364963","4543.5364817125","4254.15120970197","4227.55251585272","4322.34188168488","4421.93441736922","4463.59718352141","4746.80717276471","4912.52749083596","5041.3337999674","5063.98447847376","5294.89931349652","5236.0536835699","5331.38377418858","5657.21301645404","5881.38116724978","6078.43956295669","6215.83809210677","6130.58667556768","5965.64327318051","6012.80331742787","5976.24534526558","5863.91056629908","5331.97661096757","5492.48927051545","5590.54163412359","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","750.812313976642","769.263784185792","778.398422659198","837.888755405984","910.016811367107","930.205340824404","952.584592668647","936.691353601912","899.540613660042","924.987893574056","954.69957546058","971.809930955396","980.146986630449","992.927982178461","986.883356306535","1051.66779113806","1165.08117308789","1240.92019492629","1315.59769214568","1341.36360114666","1438.00560432003","1504.10546455562","1610.46974658602","1647.29938266504","1758.71334622698","1810.02040904345","1844.70756341912","1864.04651091456","1913.0935112109","1954.41687901305","2012.87997812271","1987.03665034448","2028.22474075796","2039.69386165564","2073.65332318995","2122.88054171091","2181.25277231686","2251.98863446498","2327.10154079341","2416.36232617216","2517.58050566025","2553.5284090631","2560.45740889738","2587.6305080738","2639.3470686014","2703.222583454","2832.54820019893","2974.68787147154","3125.74753014068","3208.45226742671","3305.88324712738","3290.76182775188","3288.79435495214","3283.74071995183","3301.20444348201","3370.38244716015","3444.26826192038","3517.58789456715","3635.4205822819","3769.035769945","3835.7842148979","3896.84285281222","4088.89704539336","",
"Euro area","EMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15405.143488659","15896.539422921","16561.2490561552","17469.346182249","17930.6055976425","17703.4088765503","18512.5972900651","19006.8400222155","19518.4929148718","20188.8507169236","20533.3484964328","20558.8301311398","20645.3527030843","20889.0813733192","21350.6764600776","21803.529966845","22295.6680158503","22798.7639027135","23702.8683890114","24571.7574996766","25343.3293624354","25895.5801909785","26152.6757959749","25873.3369830286","26429.7104665057","27003.3863073171","27399.6570461095","28081.0803558812","28872.8245879426","29650.3914391915","30699.9493534193","31272.488163532","31420.5170991783","31472.2174566183","32022.2589791387","32398.2700954486","33293.8938587561","34121.3351809921","34101.3970835191","32451.4065564284","33077.3169096654","33718.105486742","33359.7627804924","33176.0606345634","33527.8354411136","34117.7241567807","34656.7215776688","35497.093275436","36050.2036841649","36584.8479553594","34306.5095521474","36354.9909100427","37436.2323591777","",
"Eritrea","ERI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","601.163023409692","661.303195287694","777.667974773477","757.358524045248","788.428128012409","840.577017163512","843.988835455269","832.022489632134","793.620561604165","838.898913154417","835.109997639776","780.468139189714","760.348787829391","761.031782421962","741.000743297441","739.739343408004","649.694462305529","657.786458197831","658.586271536765","702.396632469693","","","","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","6215.03628303374","6886.53906136078","7502.64123248001","8150.83139574788","8498.64737489621","8932.55704709902","9482.21611422722","9772.76322009005","10282.1364767468","11088.1616945848","11436.0331188603","11824.3924635801","12647.6294952165","13482.8822077544","14085.7110758222","14009.7754794436","14320.4804389576","14576.1951146606","14647.7246126266","14525.1922827734","14727.283522557","14603.5909310161","14697.1136411382","14884.5774725596","15087.438954457","15381.8445670239","15834.8828670987","16669.9770385052","17482.0869882871","18297.2443971757","18969.8086426392","19403.3303796801","19487.9512119662","19187.1823103537","19551.1452944731","20001.790799896","20448.6014871574","21117.0185808291","21953.667519614","22846.7177460286","23937.9685518675","24707.3670736861","25026.0864710207","25310.4563874129","25654.3365515924","26145.8085786196","26762.2672557942","27218.4492597353","27025.2949432871","25778.9564650653","25702.3468448149","25402.6050717462","24634.9620884239","24368.9682370919","24783.0829468685","25754.36102944","26514.3248119679","27239.3524364815","27739.8647682529","28087.8979203438","24829.6485910222","26391.5972251563","27702.7452993409","",
"Estonia","EST","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7137.53077576403","7601.66901867365","8692.29643761449","9157.06484706853","9091.33319428774","9960.13903877452","10625.5792686752","11417.1679687727","12362.2482843024","13282.545519845","14631.3873257137","16155.2074300393","17459.0983144278","16607.5680643985","14205.3948829766","14585.8386603429","15692.788829336","16257.4722043516","16553.383261103","17096.6445771582","17402.0376128079","17945.9449641749","18962.4103006448","19611.6109936281","20269.575137379","20118.1050729983","21707.2407508041","21143.2913626518","",
"Ethiopia","ETH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","304.85043245576","296.114176143553","311.93420128259","295.569610165327","255.569560030327","272.356263137657","299.9960168023","290.26555329421","278.671989504303","276.212216819379","245.919985426716","215.636287565867","235.903120202194","235.425531799594","241.781788935424","263.255882139057","263.144399363346","246.387280402105","251.377724042943","258.870525025929","272.288550858967","268.423601807101","255.1002658482","281.520325336973","305.979354951405","329.679278769055","357.117931473262","384.572658365366","406.856927938661","445.182335585895","481.037857252846","508.065709672884","546.592835036965","586.573613503707","630.312619383054","671.290575859576","715.748734748932","744.367520290091","785.48497203795","811.255539909268","834.991291370409","857.315485565942","",
"European Union","EUU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","13290.4662875369","13698.5557913987","14254.010557519","15013.4781982986","15384.6881617763","15193.8629652407","15852.9522977184","16229.1816854612","16646.1179111192","17213.0168980586","17489.1754121475","17504.4525468222","17587.2056706737","17795.1904303868","18198.1197452972","18582.3880236557","19011.0324595567","19433.8437766785","20178.3167384558","20898.9786390196","21534.7647344392","21860.3918930798","22049.7913872414","21852.2134242581","22375.9419231443","22928.3649773743","23321.714019928","23904.5060743958","24591.2713713123","25274.687530422","26229.112485161","26764.4457049066","26999.6825457278","27148.0919935544","27747.6309124399","28181.6850555068","29072.0766890039","29889.141482554","29984.5067795322","28612.7699614543","29208.3490842124","29816.4182557015","29563.4937542321","29467.1362661107","29864.1026759877","30487.1561746619","31022.3232095358","31854.8908669197","32455.9492916791","33014.7408595026","31126.3801930484","33035.2932259971","34158.9800293383","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","1240.67661588843","1373.8080035833","1526.89849677508","1635.68714438643","1642.53081349484","1672.30955494996","1793.56577910895","1744.83319198797","1828.9416505971","1862.71787006944","1797.99326084729","1856.02300836349","1926.24687668614","1809.76019437828","1749.89754942587","1628.62668549057","1580.75766293306","1593.21910099045","1589.10252820996","1620.72751210997","1636.49256080316","1611.32786112923","1648.76792153385","1490.71060284892","1464.04158662995","1403.15443324613","1313.02748677949","1279.86261482617","1296.70548746828","1331.88200708457","1378.00476105942","1392.510768766","1436.11981489531","1464.87728771629","1496.07866123462","1477.22168053141","1601.68533919401","1654.68049321051","1709.8755850834","1770.26919036235","1814.90586812517","1821.31784264452","1899.99905426351","1853.00571188581","1896.99370371523","1916.06622838303","1912.46772001984","1890.48128048185","1889.41406376857","1894.0581639168","1901.02429912873","1899.63396325035","1763.41709104682","1766.93833192237","1757.89519229074","",
"Finland","FIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11425.2934343628","12207.6935506106","12486.5232001728","12805.86258029","13401.9566364657","14065.6736797713","14345.5590620831","14577.530893058","14846.4872428791","16280.1982852207","17128.6307481716","17510.2265992012","18752.7791597409","19948.8274409539","20486.9386386163","20764.3369697856","20773.1309102233","20764.7166189384","21309.7127150633","22769.1072735656","23921.6145223365","24133.242113004","24744.2967772251","25363.8552151954","26045.5138711526","26857.5936382327","27508.199993585","28410.8750981037","29806.3433292906","31209.7581140566","31279.9519664591","29278.3636555028","28155.0895566487","27833.7025701733","28812.303619992","29912.8979739158","30908.3003090879","32768.3781282619","34464.9908824671","35891.0056383953","37884.3913209153","38784.7725522584","39351.3903956183","40044.3048555829","41522.1750841224","42530.6196771877","44074.0309204141","46212.6409741216","46358.6204112971","42412.0978494183","43563.5721974365","44466.8176978572","43637.2486713657","43044.9971201474","42710.9212889729","42801.9081167285","43878.9667273579","45173.6294067199","45627.9198947233","46135.8814242631","44984.7344505487","46165.6865537387","46792.7535188876","",
"Fiji","FJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2151.18462664436","2158.66819790837","2167.69019122501","2234.02037547919","2271.80215946284","2145.43649697061","2086.06713570457","2305.91920856691","2432.65507664654","2442.8397278229","2697.40888963962","2827.67988044119","2984.32370189762","3275.14373874035","3306.6216133675","3269.26339289036","3296.86140612272","3417.62208737088","3400.05061108367","3723.18103747278","3574.11977129926","3708.04297822692","3402.22311920639","3189.16642923814","3374.28571026312","3143.84070374839","3318.16739844645","3048.91244355037","3039.42640971118","3230.29791799279","3383.8216232257","3273.99142922149","3464.75647883265","3528.06945240733","3700.47528643872","3786.07855277359","3946.43051593599","3821.06920076886","3826.16009597647","4114.9606720958","4000.85436279596","4038.13318939188","4125.32639558042","4125.72967036183","4302.34761300208","4291.7155099865","4330.82723575759","4257.51453398165","4272.30664725047","4191.34728021161","4297.13896630085","4397.9030496145","4446.7342062099","4645.04652256231","4894.04363789162","5105.18961191892","5223.37603869381","5499.12225485195","5708.91097062488","5679.05188089258","4701.33150822866","4451.60264374629","5313.02847064593","",
"France","FRA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11169.6472407002","11598.6795279916","12257.7593043478","12884.0170413058","13587.6716700526","14089.584548366","14670.5005053054","15234.3646960717","15767.2833368207","16738.1676626458","17605.6389691523","18377.8689100373","19041.7897266489","20091.194013856","20813.444898838","20498.348081584","21291.988987842","21925.8324016685","22687.6115069004","23378.2949932212","23618.3996174718","23733.5935655434","24187.0947668643","24356.6592918128","24600.9923558634","24870.5058201409","25319.3150945387","25830.2389767847","26912.1812064054","27938.4697567247","28617.4435701151","28664.1318783352","28977.8889025405","28670.8863286782","29237.535511328","29745.1287289494","30057.9655533345","30650.7444765253","31633.1477495769","32546.9340522187","33592.4668300573","34009.8623977368","34146.3062683243","34183.6633444538","34893.5298119974","35208.855797143","35821.8719947773","36464.9592682158","36354.6586641081","35129.3622360858","35638.1215603451","36244.1871625918","36182.1511275816","36203.1908693774","36378.6186614699","36652.9223052178","36956.7958003293","37694.0833027304","38259.6977698474","38832.0242014303","35806.6178917772","38002.1942362252","38816.4792795643","",
"Faroe Islands","FRO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44678.6695847262","42740.2539424795","42510.3466529249","44108.5803549041","47197.6740900316","49933.3503218017","52595.0254279963","52726.6873782078","52762.4287215325","53822.9099000233","54506.387071933","56099.9689639995","54248.5497985303","56856.6853862924","59699.2008265596","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2413.41783815992","2377.9761711549","2383.59720798169","2421.52585998902","2466.07634535317","2601.12356651626","2640.53820564536","2771.01272596413","2684.94359043342","2834.63012320213","2733.10062796597","2559.40944203343","2625.91521119573","2658.8325996376","2783.11617688558","2837.37254819023","2851.77205057009","2901.44991985215","2821.34187864956","2891.87328761566","2906.26900346369","2872.93413245672","2825.09585444952","2878.11138616251","2950.79872636978","3036.44849382715","2970.26518835138","2851.03543413615","2774.69471408479","2891.32210264749","2905.06145189951","2969.33933403314","2962.23858125628","2984.93012390233","2883.49387097696","2799.52710276499","2751.26866059503","",
"Gabon","GAB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","3304.69163158981","3748.95224303109","3978.99259223019","4167.2110493626","4298.58635284815","4591.27072076886","4727.33559643049","4846.11346434975","4888.2337580239","5183.78351564504","5515.17741415999","5956.28197463856","6497.31218890148","7012.41430978041","9575.90329240365","11165.451810742","14801.3411499309","12636.0707605251","9365.34373127687","9177.12834487776","9174.08073787856","9392.92587741963","8863.5768859361","9112.39176428592","9534.27745509018","9061.08019230873","8744.67553556087","7047.7604913068","7735.55537933855","8167.95011926977","8360.26303074447","8634.41993361965","8146.1955429979","8245.59150835073","8331.04983207138","8524.41915552865","8613.58056832401","8882.40287878037","8963.20497907413","7959.06479578159","7611.83571417727","7574.11491452898","7357.56671357805","7322.60614092637","7171.68353286183","7155.365484793","6750.05084879234","6937.48513442107","6497.48123897495","6295.19905485629","6514.7311629822","6735.08287919822","6840.94861246714","6977.77026945239","7039.68214859312","7090.45463394942","7038.57727823083","6893.384326889","6786.89034991238","6893.32310548088","6619.68860295977","6581.22740957772","6637.06610643483","",
"United Kingdom","GBR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","14914.8807611199","15198.1534210409","15235.9236991883","15859.4491137533","16628.5760831549","16876.0173572894","17047.2524596601","17428.1583772499","18287.2056960878","18561.7282872709","19284.4869197438","19877.1598176267","20665.9960556535","21971.7243074805","21412.3512148024","21098.3743618178","21717.7359378902","22258.8198333192","23193.3954328959","24041.338024567","23524.8369726649","23331.3956961222","23805.3626651459","24801.9316298985","25324.6026235794","26315.1286500244","27081.3489722657","28481.1492719879","30047.0088495828","30741.373836081","30874.5089314482","30439.6458572767","30479.1970018521","31163.2753403968","32279.5337364039","33009.3041509745","33775.5009001382","35347.7635433746","36448.2642198935","37440.7940592239","38918.4550574708","39768.6663463971","40310.3049399328","41385.5404684913","42149.2703352153","43007.3629245892","43711.1550172471","44508.6057952919","44060.0030980603","41709.9661677375","42310.749912752","42462.1067349807","42805.8425172666","43282.2097513788","44337.6786402733","44964.3911437292","45482.1782886254","46373.6385314155","46740.5535926377","47240.599622327","42191.9173665785","45889.6110228554","47923.4822383348","",
"Georgia","GEO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","1796.1381010253","1909.52809368263","2009.0700665566","2079.6516109559","2158.72717222122","2395.64929977151","2429.4289892896","2473.21859419998","2610.4593864848","2815.83861179398","3001.44122155483","3161.57581700822","3356.65750010601","3585.03637341007","3821.02769987918","3962.34829311031","4136.98602251672","4184.21266999711","4326.02625981884","4522.01845349038","4704.06021720526","4281.29480202605","4300.53170672924","4494.72566216604","4160.3788810854","3546.09239403506","2778.25362901391","1519.00720801126","1065.71586103606","969.694937687127","1033.00406092498","1191.15901582127","1359.36763397381","1436.68532598583","1508.62858897747","1566.53126389572","1667.47714500649","1774.60359826317","1984.20760764244","2112.22222631857","2329.52773947656","2563.49564607288","2901.05040181259","2980.2543769201","2897.07725785236","3100.1647485974","3355.16364274781","3596.85284808292","3738.13281955969","3902.33107128505","4014.11165137641","4128.30919621657","4327.64748959023","4539.00351483654","4773.33496439541","4447.58193544814","4931.732444914","5438.60417739969","",
"Ghana","GHA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1107.98868275505","1114.14864180752","1132.50433842493","1154.33317841195","1151.73811268377","1139.53529345437","1064.89975247124","1071.40698903322","1049.54649149736","1085.29077064284","1159.63830483024","1187.04331982807","1125.74266209533","1125.61694537457","1168.5818710682","994.155019176362","931.758152996468","925.087334222927","973.137191048094","919.62887878892","896.745047164177","840.694699500077","759.357338544529","702.423642031605","742.66889688416","762.819066707159","784.085968862727","802.211546749392","826.518370685042","846.582909337317","852.421556696864","874.986075094989","886.652753468394","907.196348140824","915.289307661093","931.180433733447","951.922795128615","968.846038255838","990.175027031246","1008.83368429588","1020.16220403856","1033.12135939933","1050.34401909221","1075.37187835743","1105.6856359916","1140.18642699141","1181.55898050199","1201.2108175251","1277.82299577108","1306.18514637913","1374.98502713764","1530.35933474113","1631.91936249588","1708.82800496177","1715.82396299869","1711.27131722255","1728.09707714194","1827.27391826699","1899.80842221694","1981.61375017189","1951.06446878734","2009.35908341569","2031.42833926476","",
"Gibraltar","GIB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
