"","LOCATION","Time","UNIT","Value","Category"
"1120","SVN",2010,"EUR",36363.909,"GDP"
"1121","SVN",2011,"EUR",36677.122,"GDP"
"1122","SVN",2012,"EUR",35709.052,"GDP"
"1123","SVN",2013,"EUR",35341.505,"GDP"
"1124","SVN",2014,"EUR",36319.813,"GDP"
"1125","SVN",2015,"EUR",37122.511,"GDP"
"1126","SVN",2016,"EUR",38307.407,"GDP"
"1127","SVN",2017,"EUR",40152.054,"GDP"
"1128","SVN",2018,"EUR",41940.573,"GDP"
"1129","SVN",2019,"EUR",43418.005,"GDP"
"1130","SVN",2020,"EUR",41576.699,"GDP"
"1131","SVN",2021,"EUR",44997.837,"GDP"
"1132","SVN",2022,"EUR",46105.136,"GDP"
"1133","RUS",2000,"RUB",10742617.545,"EXP_GDS_SRVS"
"1134","RUS",2001,"RUB",11193807.594,"EXP_GDS_SRVS"
"1135","RUS",2002,"RUB",12346769.906,"EXP_GDS_SRVS"
"1136","RUS",2003,"RUB",13907385.018,"EXP_GDS_SRVS"
"1137","RUS",2004,"RUB",15549567.086,"EXP_GDS_SRVS"
"1138","RUS",2005,"RUB",16553867.675,"EXP_GDS_SRVS"
"1139","RUS",2006,"RUB",17766307.033,"EXP_GDS_SRVS"
"1140","RUS",2007,"RUB",18879992.377,"EXP_GDS_SRVS"
"1141","RUS",2008,"RUB",18991574.523,"EXP_GDS_SRVS"
"1142","RUS",2009,"RUB",18092083.888,"EXP_GDS_SRVS"
"1143","RUS",2010,"RUB",19367151.903,"EXP_GDS_SRVS"
"1144","RUS",2011,"RUB",19427762.6,"EXP_GDS_SRVS"
"1145","RUS",2012,"RUB",19692050.5,"EXP_GDS_SRVS"
"1146","RUS",2013,"RUB",20590397.5,"EXP_GDS_SRVS"
"1147","RUS",2014,"RUB",20695536.3,"EXP_GDS_SRVS"
"1148","RUS",2015,"RUB",21455743.4,"EXP_GDS_SRVS"
"1149","RUS",2016,"RUB",22135545.1,"EXP_GDS_SRVS"
"1150","RUS",2017,"RUB",23245423.4,"EXP_GDS_SRVS"
"1151","RUS",2018,"RUB",24536500.3,"EXP_GDS_SRVS"
"1152","RUS",2019,"RUB",24712234,"EXP_GDS_SRVS"
"1153","POL",2000,"PLN",1059139,"GDP"
"1154","POL",2001,"PLN",1072469,"GDP"
"1155","POL",2002,"PLN",1094303,"GDP"
"1156","POL",2003,"PLN",1132586,"GDP"
"1157","POL",2004,"PLN",1189021,"GDP"
"1158","POL",2005,"PLN",1230718,"GDP"
"1159","POL",2006,"PLN",1306175,"GDP"
"1160","POL",2007,"PLN",1398411,"GDP"
"1161","POL",2008,"PLN",1457144,"GDP"
"1162","POL",2009,"PLN",1498413,"GDP"
"1163","POL",2010,"PLN",1542386,"GDP"
"1164","POL",2011,"PLN",1620156,"GDP"
"1165","POL",2012,"PLN",1645191,"GDP"
"1166","POL",2013,"PLN",1659283,"GDP"
"1167","POL",2014,"PLN",1722949,"GDP"
"1168","POL",2015,"PLN",1798471,"GDP"
"1169","POL",2016,"PLN",1851589,"GDP"
"1170","POL",2017,"PLN",1946761,"GDP"
"1171","POL",2018,"PLN",2062500,"GDP"
"1172","POL",2019,"PLN",2154281,"GDP"
"1173","POL",2020,"PLN",2110763,"GDP"
"1174","POL",2021,"PLN",2257144,"GDP"
"1175","POL",2022,"PLN",2375878,"GDP"
"1176","IRL",2000,"EUR",106542.122,"IMP_GDS_SRVS"
"1177","IRL",2001,"EUR",120500.522,"IMP_GDS_SRVS"
"1178","IRL",2002,"EUR",126933.375,"IMP_GDS_SRVS"
"1179","IRL",2003,"EUR",123864.814,"IMP_GDS_SRVS"
"1180","IRL",2004,"EUR",126223.147,"IMP_GDS_SRVS"
"1181","IRL",2005,"EUR",142282.737,"IMP_GDS_SRVS"
"1182","IRL",2006,"EUR",155517.537,"IMP_GDS_SRVS"
"1183","IRL",2007,"EUR",170060.403,"IMP_GDS_SRVS"
"1184","IRL",2008,"EUR",165322.545,"IMP_GDS_SRVS"
"1185","IRL",2009,"EUR",162507.703,"IMP_GDS_SRVS"
"1186","IRL",2010,"EUR",163431.437,"IMP_GDS_SRVS"
"1187","IRL",2011,"EUR",167749.791,"IMP_GDS_SRVS"
"1188","IRL",2012,"EUR",166047.253,"IMP_GDS_SRVS"
"1189","IRL",2013,"EUR",167848.718,"IMP_GDS_SRVS"
"1190","IRL",2014,"EUR",192462.436,"IMP_GDS_SRVS"
"1191","IRL",2015,"EUR",254732.406,"IMP_GDS_SRVS"
"1192","IRL",2016,"EUR",303144.275,"IMP_GDS_SRVS"
"1193","IRL",2017,"EUR",306720.099,"IMP_GDS_SRVS"
"1194","IRL",2018,"EUR",314286.139,"IMP_GDS_SRVS"
"1195","IRL",2019,"EUR",447303.011,"IMP_GDS_SRVS"
"1196","IRL",2020,"EUR",439570.786,"IMP_GDS_SRVS"
"1197","IRL",2021,"EUR",406573.309,"IMP_GDS_SRVS"
"1198","IRL",2022,"EUR",471221.646,"IMP_GDS_SRVS"
"1199","IND",2000,"INR",5018418.952,"EXP_GDS_SRVS"
"1200","IND",2001,"INR",5234688.947,"EXP_GDS_SRVS"
"1201","IND",2002,"INR",6338423.258,"EXP_GDS_SRVS"
"1202","IND",2003,"INR",6945784.915,"EXP_GDS_SRVS"
"1203","IND",2004,"INR",8833400.027,"EXP_GDS_SRVS"
"1204","IND",2005,"INR",11136599.674,"EXP_GDS_SRVS"
"1205","IND",2006,"INR",13403506.46,"EXP_GDS_SRVS"
"1206","IND",2007,"INR",14197804.767,"EXP_GDS_SRVS"
"1207","IND",2008,"INR",16270316.553,"EXP_GDS_SRVS"
"1208","IND",2009,"INR",15507975.661,"EXP_GDS_SRVS"
"1209","IND",2010,"INR",18550082.017,"EXP_GDS_SRVS"
"1210","IND",2011,"INR",21439310,"EXP_GDS_SRVS"
"1211","IND",2012,"INR",22898359.84,"EXP_GDS_SRVS"
"1212","IND",2013,"INR",24682689.168,"EXP_GDS_SRVS"
"1213","IND",2014,"INR",25121446.364,"EXP_GDS_SRVS"
"1214","IND",2015,"INR",23702816.363,"EXP_GDS_SRVS"
"1215","IND",2016,"INR",24884225.794,"EXP_GDS_SRVS"
"1216","IND",2017,"INR",26020117.981,"EXP_GDS_SRVS"
"1217","IND",2018,"INR",29124804.826,"EXP_GDS_SRVS"
"1218","IND",2019,"INR",28136093.812,"EXP_GDS_SRVS"
"1219","IND",2020,"INR",25536829.491,"EXP_GDS_SRVS"
"1220","RUS",2000,"RUB",5483692.573,"IMP_GDS_SRVS"
"1221","RUS",2001,"RUB",6509143.239,"IMP_GDS_SRVS"
"1222","RUS",2002,"RUB",7459478.134,"IMP_GDS_SRVS"
"1223","RUS",2003,"RUB",8748394.479,"IMP_GDS_SRVS"
"1224","RUS",2004,"RUB",10783182.862,"IMP_GDS_SRVS"
"1225","RUS",2005,"RUB",12576659.118,"IMP_GDS_SRVS"
"1226","RUS",2006,"RUB",15252229.686,"IMP_GDS_SRVS"
"1227","RUS",2007,"RUB",19249043.469,"IMP_GDS_SRVS"
"1228","RUS",2008,"RUB",22092267.462,"IMP_GDS_SRVS"
"1229","RUS",2009,"RUB",15371879.702,"IMP_GDS_SRVS"
"1230","RUS",2010,"RUB",19339894.69,"IMP_GDS_SRVS"
"1231","RUS",2011,"RUB",23263334.2,"IMP_GDS_SRVS"
"1232","RUS",2012,"RUB",25515483.2,"IMP_GDS_SRVS"
"1233","RUS",2013,"RUB",26418540.9,"IMP_GDS_SRVS"
"1234","RUS",2014,"RUB",24500395.6,"IMP_GDS_SRVS"
"1235","RUS",2015,"RUB",18365769.2,"IMP_GDS_SRVS"
"1236","RUS",2016,"RUB",17691379.3,"IMP_GDS_SRVS"
"1237","RUS",2017,"RUB",20754659.8,"IMP_GDS_SRVS"
"1238","RUS",2018,"RUB",21306134.3,"IMP_GDS_SRVS"
"1239","RUS",2019,"RUB",22033149.1,"IMP_GDS_SRVS"
"1240","CHL",2000,"CLP",18071966.455,"IMP_GDS_SRVS"
"1241","CHL",2001,"CLP",18975043.82,"IMP_GDS_SRVS"
"1242","CHL",2002,"CLP",19323765.92,"IMP_GDS_SRVS"
"1243","CHL",2003,"CLP",20845117.297,"IMP_GDS_SRVS"
"1244","CHL",2004,"CLP",24911189.444,"IMP_GDS_SRVS"
"1245","CHL",2005,"CLP",29487428.156,"IMP_GDS_SRVS"
"1246","CHL",2006,"CLP",33184050.027,"IMP_GDS_SRVS"
"1247","CHL",2007,"CLP",37748229.068,"IMP_GDS_SRVS"
"1248","CHL",2008,"CLP",41846908.068,"IMP_GDS_SRVS"
"1249","CHL",2009,"CLP",34439611.95,"IMP_GDS_SRVS"
"1250","CHL",2010,"CLP",43133094.273,"IMP_GDS_SRVS"
"1251","CHL",2011,"CLP",49964924.577,"IMP_GDS_SRVS"
"1252","CHL",2012,"CLP",51871421.769,"IMP_GDS_SRVS"
"1253","CHL",2013,"CLP",52835233.622,"IMP_GDS_SRVS"
"1254","CHL",2014,"CLP",49357984.745,"IMP_GDS_SRVS"
"1255","CHL",2015,"CLP",48936381.055,"IMP_GDS_SRVS"
"1256","CHL",2016,"CLP",49508659.212,"IMP_GDS_SRVS"
"1257","CHL",2017,"CLP",51714072.645,"IMP_GDS_SRVS"
"1258","CHL",2018,"CLP",56163660.654,"IMP_GDS_SRVS"
"1259","CHL",2019,"CLP",55189344.373,"IMP_GDS_SRVS"
"1260","CHL",2020,"CLP",48386908.2,"IMP_GDS_SRVS"
"1261","CHL",2021,"CLP",63772374.618,"IMP_GDS_SRVS"
"1262","CHL",2022,"CLP",64315850.13,"IMP_GDS_SRVS"
"1263","MEX",2000,"MXN",17811854.385,"GDP"
"1264","MEX",2001,"MXN",17731550.483,"GDP"
"1265","MEX",2002,"MXN",17689599.761,"GDP"
"1266","MEX",2003,"MXN",17899317.905,"GDP"
"1267","MEX",2004,"MXN",18537507.526,"GDP"
"1268","MEX",2005,"MXN",18929250.871,"GDP"
"1269","MEX",2006,"MXN",19838803.936,"GDP"
"1270","MEX",2007,"MXN",20251027.288,"GDP"
"1271","MEX",2008,"MXN",20442061.681,"GDP"
"1272","MEX",2009,"MXN",19155182.679,"GDP"
"1273","MEX",2010,"MXN",20107450.9,"GDP"
"1274","MEX",2011,"MXN",20799960.569,"GDP"
"1275","MEX",2012,"MXN",21539027.006,"GDP"
"1276","MEX",2013,"MXN",21722561.391,"GDP"
"1277","MEX",2014,"MXN",22266442.955,"GDP"
"1278","MEX",2015,"MXN",22868154.259,"GDP"
"1279","MEX",2016,"MXN",23273490.747,"GDP"
"1280","MEX",2017,"MXN",23709107.314,"GDP"
"1281","MEX",2018,"MXN",24176670.374,"GDP"
"1282","MEX",2019,"MXN",24115905.757,"GDP"
"1283","MEX",2020,"MXN",22036016.025,"GDP"
"1284","MEX",2021,"MXN",23300708.894,"GDP"
"1285","MEX",2022,"MXN",24220853.888,"GDP"
"1286","ISL",2000,"ISK",537120.335,"EXP_GDS_SRVS"
"1287","ISL",2001,"ISK",573354.53,"EXP_GDS_SRVS"
"1288","ISL",2002,"ISK",593748.163,"EXP_GDS_SRVS"
"1289","ISL",2003,"ISK",598156.359,"EXP_GDS_SRVS"
"1290","ISL",2004,"ISK",646989.66,"EXP_GDS_SRVS"
"1291","ISL",2005,"ISK",693036.063,"EXP_GDS_SRVS"
"1292","ISL",2006,"ISK",660395.52,"EXP_GDS_SRVS"
"1293","ISL",2007,"ISK",814728.048,"EXP_GDS_SRVS"
"1294","ISL",2008,"ISK",842953.596,"EXP_GDS_SRVS"
"1295","ISL",2009,"ISK",913058.553,"EXP_GDS_SRVS"
"1296","ISL",2010,"ISK",921771.928,"EXP_GDS_SRVS"
"1297","ISL",2011,"ISK",953074.59,"EXP_GDS_SRVS"
"1298","ISL",2012,"ISK",987367.256,"EXP_GDS_SRVS"
"1299","ISL",2013,"ISK",1054555.723,"EXP_GDS_SRVS"
"1300","ISL",2014,"ISK",1095563.856,"EXP_GDS_SRVS"
"1301","ISL",2015,"ISK",1193592.662,"EXP_GDS_SRVS"
"1302","ISL",2016,"ISK",1324306.15,"EXP_GDS_SRVS"
"1303","ISL",2017,"ISK",1391576.886,"EXP_GDS_SRVS"
"1304","ISL",2018,"ISK",1397452.576,"EXP_GDS_SRVS"
"1305","ISL",2019,"ISK",1322699.56,"EXP_GDS_SRVS"
"1306","ISL",2020,"ISK",912283.953,"EXP_GDS_SRVS"
"1307","ISL",2021,"ISK",1045372.415,"EXP_GDS_SRVS"
"1308","ISL",2022,"ISK",1278844.865,"EXP_GDS_SRVS"
"1309","LUX",2000,"EUR",53773.013,"EXP_GDS_SRVS"
"1310","LUX",2001,"EUR",57223.693,"EXP_GDS_SRVS"
"1311","LUX",2002,"EUR",57167.384,"EXP_GDS_SRVS"
"1312","LUX",2003,"EUR",58758.649,"EXP_GDS_SRVS"
"1313","LUX",2004,"EUR",64183.188,"EXP_GDS_SRVS"
"1314","LUX",2005,"EUR",68019.019,"EXP_GDS_SRVS"
"1315","LUX",2006,"EUR",76808.733,"EXP_GDS_SRVS"
"1316","LUX",2007,"EUR",80747.706,"EXP_GDS_SRVS"
"1317","LUX",2008,"EUR",80483.142,"EXP_GDS_SRVS"
"1318","LUX",2009,"EUR",74653.484,"EXP_GDS_SRVS"
"1319","LUX",2010,"EUR",82235.534,"EXP_GDS_SRVS"
"1320","LUX",2011,"EUR",85844.153,"EXP_GDS_SRVS"
"1321","LUX",2012,"EUR",87233.904,"EXP_GDS_SRVS"
"1322","LUX",2013,"EUR",92743.745,"EXP_GDS_SRVS"
"1323","LUX",2014,"EUR",98787.058,"EXP_GDS_SRVS"
"1324","LUX",2015,"EUR",103864.132,"EXP_GDS_SRVS"
"1325","LUX",2016,"EUR",109378.078,"EXP_GDS_SRVS"
"1326","LUX",2017,"EUR",109129.945,"EXP_GDS_SRVS"
"1327","LUX",2018,"EUR",113071.287,"EXP_GDS_SRVS"
"1328","LUX",2019,"EUR",119850.806,"EXP_GDS_SRVS"
"1329","LUX",2020,"EUR",120562.318,"EXP_GDS_SRVS"
"1330","LUX",2021,"EUR",132954.158,"EXP_GDS_SRVS"
"1331","LUX",2022,"EUR",132101.808,"EXP_GDS_SRVS"
"1332","MEX",2000,"MXN",4816133.395,"IMP_GDS_SRVS"
"1333","MEX",2001,"MXN",4801763.479,"IMP_GDS_SRVS"
"1334","MEX",2002,"MXN",4975292.212,"IMP_GDS_SRVS"
"1335","MEX",2003,"MXN",5125163.587,"IMP_GDS_SRVS"
"1336","MEX",2004,"MXN",5485298.22,"IMP_GDS_SRVS"
"1337","MEX",2005,"MXN",5810347.263,"IMP_GDS_SRVS"
"1338","MEX",2006,"MXN",6258161.589,"IMP_GDS_SRVS"
"1339","MEX",2007,"MXN",6617537.947,"IMP_GDS_SRVS"
"1340","MEX",2008,"MXN",6869768.468,"IMP_GDS_SRVS"
"1341","MEX",2009,"MXN",5744031.494,"IMP_GDS_SRVS"
"1342","MEX",2010,"MXN",6726882.325,"IMP_GDS_SRVS"
"1343","MEX",2011,"MXN",7146305.645,"IMP_GDS_SRVS"
"1344","MEX",2012,"MXN",7549903.023,"IMP_GDS_SRVS"
"1345","MEX",2013,"MXN",7823948.508,"IMP_GDS_SRVS"
"1346","MEX",2014,"MXN",8290399.651,"IMP_GDS_SRVS"
"1347","MEX",2015,"MXN",8700682.811,"IMP_GDS_SRVS"
"1348","MEX",2016,"MXN",8921121.736,"IMP_GDS_SRVS"
"1349","MEX",2017,"MXN",9425040.217,"IMP_GDS_SRVS"
"1350","MEX",2018,"MXN",9953228.447,"IMP_GDS_SRVS"
"1351","MEX",2019,"MXN",9845637.222,"IMP_GDS_SRVS"
"1352","MEX",2020,"MXN",8665025.447,"IMP_GDS_SRVS"
"1353","MEX",2021,"MXN",9969087.27,"IMP_GDS_SRVS"
"1354","MEX",2022,"MXN",10797002.364,"IMP_GDS_SRVS"
"1355","USA",2000,"USD",1733056,"IMP_GDS_SRVS"
"1356","USA",2001,"USD",1690400,"IMP_GDS_SRVS"
"1357","USA",2002,"USD",1752428,"IMP_GDS_SRVS"
"1358","USA",2003,"USD",1842231,"IMP_GDS_SRVS"
"1359","USA",2004,"USD",2044535,"IMP_GDS_SRVS"
"1360","USA",2005,"USD",2177250,"IMP_GDS_SRVS"
"1361","USA",2006,"USD",2317035,"IMP_GDS_SRVS"
"1362","USA",2007,"USD",2376426,"IMP_GDS_SRVS"
"1363","USA",2008,"USD",2325403,"IMP_GDS_SRVS"
"1364","USA",2009,"USD",2031762,"IMP_GDS_SRVS"
"1365","USA",2010,"USD",2295263,"IMP_GDS_SRVS"
"1366","USA",2011,"USD",2405805,"IMP_GDS_SRVS"
"1367","USA",2012,"USD",2464708,"IMP_GDS_SRVS"
"1368","USA",2013,"USD",2494605,"IMP_GDS_SRVS"
"1369","USA",2014,"USD",2623351,"IMP_GDS_SRVS"
"1370","USA",2015,"USD",2759524,"IMP_GDS_SRVS"
"1371","USA",2016,"USD",2799720,"IMP_GDS_SRVS"
"1372","USA",2017,"USD",2931589,"IMP_GDS_SRVS"
"1373","USA",2018,"USD",3049962,"IMP_GDS_SRVS"
"1374","USA",2019,"USD",3086479,"IMP_GDS_SRVS"
"1375","USA",2020,"USD",2808250,"IMP_GDS_SRVS"
"1376","USA",2021,"USD",3214673,"IMP_GDS_SRVS"
"1377","USA",2022,"USD",3490624,"IMP_GDS_SRVS"
"1378","NOR",2000,"NOK",578896,"IMP_GDS_SRVS"
"1379","NOR",2001,"NOK",590327,"IMP_GDS_SRVS"
"1380","NOR",2002,"NOK",593515,"IMP_GDS_SRVS"
"1381","NOR",2003,"NOK",598422,"IMP_GDS_SRVS"
"1382","NOR",2004,"NOK",653164,"IMP_GDS_SRVS"
"1383","NOR",2005,"NOK",704822,"IMP_GDS_SRVS"
"1384","NOR",2006,"NOK",767034,"IMP_GDS_SRVS"
"1385","NOR",2007,"NOK",841659,"IMP_GDS_SRVS"
"1386","NOR",2008,"NOK",879360,"IMP_GDS_SRVS"
"1387","NOR",2009,"NOK",789314,"IMP_GDS_SRVS"
"1388","NOR",2010,"NOK",852338,"IMP_GDS_SRVS"
"1389","NOR",2011,"NOK",885881,"IMP_GDS_SRVS"
"1390","NOR",2012,"NOK",911879,"IMP_GDS_SRVS"
"1391","NOR",2013,"NOK",957867,"IMP_GDS_SRVS"
"1392","NOR",2014,"NOK",978744,"IMP_GDS_SRVS"
"1393","NOR",2015,"NOK",997172,"IMP_GDS_SRVS"
"1394","NOR",2016,"NOK",1016443,"IMP_GDS_SRVS"
"1395","NOR",2017,"NOK",1035154,"IMP_GDS_SRVS"
"1396","NOR",2018,"NOK",1049546,"IMP_GDS_SRVS"
"1397","NOR",2019,"NOK",1105551,"IMP_GDS_SRVS"
"1398","NOR",2020,"NOK",996602,"IMP_GDS_SRVS"
"1399","NOR",2021,"NOK",1014773,"IMP_GDS_SRVS"
"1400","NOR",2022,"NOK",1139734,"IMP_GDS_SRVS"
"1401","POL",2000,"PLN",362606,"IMP_GDS_SRVS"
"1402","POL",2001,"PLN",343678,"IMP_GDS_SRVS"
"1403","POL",2002,"PLN",352993,"IMP_GDS_SRVS"
"1404","POL",2003,"PLN",385931,"IMP_GDS_SRVS"
"1405","POL",2004,"PLN",418961,"IMP_GDS_SRVS"
"1406","POL",2005,"PLN",445387,"IMP_GDS_SRVS"
"1407","POL",2006,"PLN",524955,"IMP_GDS_SRVS"
"1408","POL",2007,"PLN",607880,"IMP_GDS_SRVS"
"1409","POL",2008,"PLN",665372,"IMP_GDS_SRVS"
"1410","POL",2009,"PLN",581621,"IMP_GDS_SRVS"
"1411","POL",2010,"PLN",664751,"IMP_GDS_SRVS"
"1412","POL",2011,"PLN",698785,"IMP_GDS_SRVS"
"1413","POL",2012,"PLN",694098,"IMP_GDS_SRVS"
"1414","POL",2013,"PLN",706638,"IMP_GDS_SRVS"
"1415","POL",2014,"PLN",772832,"IMP_GDS_SRVS"
"1416","POL",2015,"PLN",815939,"IMP_GDS_SRVS"
"1417","POL",2016,"PLN",878910,"IMP_GDS_SRVS"
"1418","POL",2017,"PLN",965701,"IMP_GDS_SRVS"
"1419","POL",2018,"PLN",1038356,"IMP_GDS_SRVS"
"1420","POL",2019,"PLN",1071504,"IMP_GDS_SRVS"
"1421","POL",2020,"PLN",1045655,"IMP_GDS_SRVS"
"1422","POL",2021,"PLN",1214445,"IMP_GDS_SRVS"
"1423","POL",2022,"PLN",1296946,"IMP_GDS_SRVS"
"1424","LUX",2000,"EUR",42607.861,"IMP_GDS_SRVS"
"1425","LUX",2001,"EUR",45517.993,"IMP_GDS_SRVS"
"1426","LUX",2002,"EUR",44840.258,"IMP_GDS_SRVS"
"1427","LUX",2003,"EUR",46473.998,"IMP_GDS_SRVS"
"1428","LUX",2004,"EUR",50700.975,"IMP_GDS_SRVS"
"1429","LUX",2005,"EUR",53817.908,"IMP_GDS_SRVS"
"1430","LUX",2006,"EUR",60002.469,"IMP_GDS_SRVS"
"1431","LUX",2007,"EUR",61540.694,"IMP_GDS_SRVS"
"1432","LUX",2008,"EUR",62882.637,"IMP_GDS_SRVS"
"1433","LUX",2009,"EUR",57177.017,"IMP_GDS_SRVS"
"1434","LUX",2010,"EUR",65326.524,"IMP_GDS_SRVS"
"1435","LUX",2011,"EUR",69733.386,"IMP_GDS_SRVS"
"1436","LUX",2012,"EUR",70960.944,"IMP_GDS_SRVS"
"1437","LUX",2013,"EUR",75381.403,"IMP_GDS_SRVS"
"1438","LUX",2014,"EUR",81589.941,"IMP_GDS_SRVS"
"1439","LUX",2015,"EUR",86246.809,"IMP_GDS_SRVS"
"1440","LUX",2016,"EUR",89482.783,"IMP_GDS_SRVS"
"1441","LUX",2017,"EUR",90157.059,"IMP_GDS_SRVS"
"1442","LUX",2018,"EUR",93502.971,"IMP_GDS_SRVS"
"1443","LUX",2019,"EUR",100432.821,"IMP_GDS_SRVS"
"1444","LUX",2020,"EUR",100054.074,"IMP_GDS_SRVS"
"1445","LUX",2021,"EUR",112434.228,"IMP_GDS_SRVS"
"1446","LUX",2022,"EUR",110291.151,"IMP_GDS_SRVS"
"1447","HUN",2000,"HUF",25578166,"GDP"
"1448","HUN",2001,"HUF",26620243,"GDP"
"1449","HUN",2002,"HUF",27882385,"GDP"
"1450","HUN",2003,"HUF",29018383,"GDP"
"1451","HUN",2004,"HUF",30470643,"GDP"
"1452","HUN",2005,"HUF",31779137,"GDP"
"1453","HUN",2006,"HUF",33033163,"GDP"
"1454","HUN",2007,"HUF",33124788,"GDP"
"1455","HUN",2008,"HUF",33457342,"GDP"
"1456","HUN",2009,"HUF",31249871,"GDP"
"1457","HUN",2010,"HUF",31586199,"GDP"
"1458","HUN",2011,"HUF",32175862,"GDP"
"1459","HUN",2012,"HUF",31773591,"GDP"
"1460","HUN",2013,"HUF",32346317,"GDP"
"1461","HUN",2014,"HUF",33715281,"GDP"
"1462","HUN",2015,"HUF",34965213,"GDP"
"1463","HUN",2016,"HUF",35734798,"GDP"
"1464","HUN",2017,"HUF",37261380,"GDP"
"1465","HUN",2018,"HUF",39259465,"GDP"
"1466","HUN",2019,"HUF",41169134,"GDP"
"1467","HUN",2020,"HUF",39301887,"GDP"
"1468","HUN",2021,"HUF",42086709,"GDP"
"1469","HUN",2022,"HUF",44003572,"GDP"
"1470","RUS",2000,"RUB",48926967.38,"GDP"
"1471","RUS",2001,"RUB",51417897.41,"GDP"
"1472","RUS",2002,"RUB",53857050.723,"GDP"
"1473","RUS",2003,"RUB",57786382.753,"GDP"
"1474","RUS",2004,"RUB",61933104.206,"GDP"
"1475","RUS",2005,"RUB",65882074.76,"GDP"
"1476","RUS",2006,"RUB",71253724.92,"GDP"
"1477","RUS",2007,"RUB",77335287.494,"GDP"
"1478","RUS",2008,"RUB",81393807.45,"GDP"
"1479","RUS",2009,"RUB",75028091.346,"GDP"
"1480","RUS",2010,"RUB",78407150.718,"GDP"
"1481","RUS",2011,"RUB",81750570.074,"GDP"
"1482","RUS",2012,"RUB",85040283.448,"GDP"
"1483","RUS",2013,"RUB",86533099.419,"GDP"
"1484","RUS",2014,"RUB",87170214.266,"GDP"
"1485","RUS",2015,"RUB",85450590.69,"GDP"
"1486","RUS",2016,"RUB",85616083.815,"GDP"
"1487","RUS",2017,"RUB",87179270.247,"GDP"
"1488","RUS",2018,"RUB",89626606.309,"GDP"
"1489","RUS",2019,"RUB",91448699.745,"GDP"
"1490","RUS",2020,"RUB",88749798.139,"GDP"
"1491","NOR",2000,"NOK",1093081,"EXP_GDS_SRVS"
"1492","NOR",2001,"NOK",1143154,"EXP_GDS_SRVS"
"1493","NOR",2002,"NOK",1136499,"EXP_GDS_SRVS"
"1494","NOR",2003,"NOK",1132716,"EXP_GDS_SRVS"
"1495","NOR",2004,"NOK",1145826,"EXP_GDS_SRVS"
"1496","NOR",2005,"NOK",1152218,"EXP_GDS_SRVS"
"1497","NOR",2006,"NOK",1145639,"EXP_GDS_SRVS"
"1498","NOR",2007,"NOK",1154570,"EXP_GDS_SRVS"
"1499","NOR",2008,"NOK",1167364,"EXP_GDS_SRVS"
"1500","NOR",2009,"NOK",1116776,"EXP_GDS_SRVS"
"1501","NOR",2010,"NOK",1120581,"EXP_GDS_SRVS"
"1502","NOR",2011,"NOK",1114822,"EXP_GDS_SRVS"
"1503","NOR",2012,"NOK",1137744,"EXP_GDS_SRVS"
"1504","NOR",2013,"NOK",1118957,"EXP_GDS_SRVS"
"1505","NOR",2014,"NOK",1161857,"EXP_GDS_SRVS"
"1506","NOR",2015,"NOK",1207474,"EXP_GDS_SRVS"
"1507","NOR",2016,"NOK",1212156,"EXP_GDS_SRVS"
"1508","NOR",2017,"NOK",1231496,"EXP_GDS_SRVS"
"1509","NOR",2018,"NOK",1212563,"EXP_GDS_SRVS"
"1510","NOR",2019,"NOK",1238217,"EXP_GDS_SRVS"
"1511","NOR",2020,"NOK",1209383,"EXP_GDS_SRVS"
"1512","NOR",2021,"NOK",1283049,"EXP_GDS_SRVS"
"1513","NOR",2022,"NOK",1343028,"EXP_GDS_SRVS"
"1514","SVK",2000,"EUR",43296.728,"GDP"
"1515","SVK",2001,"EUR",44705.51,"GDP"
"1516","SVK",2002,"EUR",46721.48,"GDP"
"1517","SVK",2003,"EUR",49290.733,"GDP"
"1518","SVK",2004,"EUR",51892.732,"GDP"
"1519","SVK",2005,"EUR",55329.827,"GDP"
"1520","SVK",2006,"EUR",60029.087,"GDP"
"1521","SVK",2007,"EUR",66531.455,"GDP"
"1522","SVK",2008,"EUR",70240.508,"GDP"
"1523","SVK",2009,"EUR",66408.514,"GDP"
"1524","SVK",2010,"EUR",70868.93,"GDP"
"1525","SVK",2011,"EUR",72762.16,"GDP"
"1526","SVK",2012,"EUR",73721.749,"GDP"
"1527","SVK",2013,"EUR",74188.216,"GDP"
"1528","SVK",2014,"EUR",76189.213,"GDP"
"1529","SVK",2015,"EUR",80126.048,"GDP"
"1530","SVK",2016,"EUR",81683.659,"GDP"
"1531","SVK",2017,"EUR",84083.581,"GDP"
"1532","SVK",2018,"EUR",87472.477,"GDP"
"1533","SVK",2019,"EUR",89669.135,"GDP"
"1534","SVK",2020,"EUR",86678.222,"GDP"
"1535","SVK",2021,"EUR",90829.369,"GDP"
"1536","SVK",2022,"EUR",92419.29,"GDP"
"1537","IDN",2000,"IDR",4112902672.429,"GDP"
"1538","IDN",2001,"IDR",4262754901.305,"GDP"
"1539","IDN",2002,"IDR",4454556509.062,"GDP"
"1540","IDN",2003,"IDR",4667500752.929,"GDP"
"1541","IDN",2004,"IDR",4902316832.191,"GDP"
"1542","IDN",2005,"IDR",5181384713.404,"GDP"
"1543","IDN",2006,"IDR",5466410188.294,"GDP"
"1544","IDN",2007,"IDR",5813255130.719,"GDP"
