"","LOCATION","Time","UNIT","Value","Category"
"1","AUS",2000,"AUD",1309618,"GDP"
"2","AUS",2001,"AUD",1361736,"GDP"
"3","AUS",2002,"AUD",1403823,"GDP"
"4","AUS",2003,"AUD",1463125,"GDP"
"5","AUS",2004,"AUD",1509274,"GDP"
"6","AUS",2005,"AUD",1550859,"GDP"
"7","AUS",2006,"AUD",1609379,"GDP"
"8","AUS",2007,"AUD",1667095,"GDP"
"9","AUS",2008,"AUD",1698646,"GDP"
"10","AUS",2009,"AUD",1736467,"GDP"
"11","AUS",2010,"AUD",1778298,"GDP"
"12","AUS",2011,"AUD",1847979,"GDP"
"13","AUS",2012,"AUD",1896141,"GDP"
"14","AUS",2013,"AUD",1945581,"GDP"
"15","AUS",2014,"AUD",1988419,"GDP"
"16","AUS",2015,"AUD",2043680,"GDP"
"17","AUS",2016,"AUD",2091067,"GDP"
"18","AUS",2017,"AUD",2151841,"GDP"
"19","AUS",2018,"AUD",2198775,"GDP"
"20","AUS",2019,"AUD",2191416,"GDP"
"21","AUS",2020,"AUD",2237695,"GDP"
"22","AUS",2021,"AUD",2333221,"GDP"
"23","AUS",2022,"AUD",2403614,"GDP"
"24","AUS",2000,"AUD",346139,"EXP_GDS_SRVS"
"25","AUS",2001,"AUD",344439,"EXP_GDS_SRVS"
"26","AUS",2002,"AUD",346176,"EXP_GDS_SRVS"
"27","AUS",2003,"AUD",350777,"EXP_GDS_SRVS"
"28","AUS",2004,"AUD",362912,"EXP_GDS_SRVS"
"29","AUS",2005,"AUD",373756,"EXP_GDS_SRVS"
"30","AUS",2006,"AUD",389293,"EXP_GDS_SRVS"
"31","AUS",2007,"AUD",404939,"EXP_GDS_SRVS"
"32","AUS",2008,"AUD",414744,"EXP_GDS_SRVS"
"33","AUS",2009,"AUD",434279,"EXP_GDS_SRVS"
"34","AUS",2010,"AUD",437973,"EXP_GDS_SRVS"
"35","AUS",2011,"AUD",458134,"EXP_GDS_SRVS"
"36","AUS",2012,"AUD",482440,"EXP_GDS_SRVS"
"37","AUS",2013,"AUD",511740,"EXP_GDS_SRVS"
"38","AUS",2014,"AUD",546993,"EXP_GDS_SRVS"
"39","AUS",2015,"AUD",581967,"EXP_GDS_SRVS"
"40","AUS",2016,"AUD",613889,"EXP_GDS_SRVS"
"41","AUS",2017,"AUD",639106,"EXP_GDS_SRVS"
"42","AUS",2018,"AUD",664065,"EXP_GDS_SRVS"
"43","AUS",2019,"AUD",652456,"EXP_GDS_SRVS"
"44","AUS",2020,"AUD",596080,"EXP_GDS_SRVS"
"45","AUS",2021,"AUD",593271,"EXP_GDS_SRVS"
"46","AUS",2022,"AUD",631654,"EXP_GDS_SRVS"
"47","AUS",2000,"AUD",167098,"IMP_GDS_SRVS"
"48","AUS",2001,"AUD",169352,"IMP_GDS_SRVS"
"49","AUS",2002,"AUD",191702,"IMP_GDS_SRVS"
"50","AUS",2003,"AUD",217580,"IMP_GDS_SRVS"
"51","AUS",2004,"AUD",244777,"IMP_GDS_SRVS"
"52","AUS",2005,"AUD",265487,"IMP_GDS_SRVS"
"53","AUS",2006,"AUD",293002,"IMP_GDS_SRVS"
"54","AUS",2007,"AUD",335447,"IMP_GDS_SRVS"
"55","AUS",2008,"AUD",322995,"IMP_GDS_SRVS"
"56","AUS",2009,"AUD",345425,"IMP_GDS_SRVS"
"57","AUS",2010,"AUD",381450,"IMP_GDS_SRVS"
"58","AUS",2011,"AUD",424560,"IMP_GDS_SRVS"
"59","AUS",2012,"AUD",427521,"IMP_GDS_SRVS"
"60","AUS",2013,"AUD",415072,"IMP_GDS_SRVS"
"61","AUS",2014,"AUD",421376,"IMP_GDS_SRVS"
"62","AUS",2015,"AUD",420003,"IMP_GDS_SRVS"
"63","AUS",2016,"AUD",442043,"IMP_GDS_SRVS"
"64","AUS",2017,"AUD",472782,"IMP_GDS_SRVS"
"65","AUS",2018,"AUD",473851,"IMP_GDS_SRVS"
"66","AUS",2019,"AUD",445575,"IMP_GDS_SRVS"
"67","AUS",2020,"AUD",430167,"IMP_GDS_SRVS"
"68","AUS",2021,"AUD",459869,"IMP_GDS_SRVS"
"69","AUS",2022,"AUD",502600,"IMP_GDS_SRVS"
"70","AUT",2000,"EUR",280476.58,"GDP"
"71","AUT",2001,"EUR",284030.69,"GDP"
"72","AUT",2002,"EUR",288721.61,"GDP"
"73","AUT",2003,"EUR",291439.84,"GDP"
"74","AUT",2004,"EUR",299411.07,"GDP"
"75","AUT",2005,"EUR",306130.05,"GDP"
"76","AUT",2006,"EUR",316703.91,"GDP"
"77","AUT",2007,"EUR",328508.78,"GDP"
"78","AUT",2008,"EUR",333306.4,"GDP"
"79","AUT",2009,"EUR",320758.82,"GDP"
"80","AUT",2010,"EUR",326651.46,"GDP"
"81","AUT",2011,"EUR",336198.82,"GDP"
"82","AUT",2012,"EUR",338486.47,"GDP"
"83","AUT",2013,"EUR",338572.8,"GDP"
"84","AUT",2014,"EUR",340811.69,"GDP"
"85","AUT",2015,"EUR",344269.23,"GDP"
"86","AUT",2016,"EUR",351118.25,"GDP"
"87","AUT",2017,"EUR",359048.51,"GDP"
"88","AUT",2018,"EUR",367756.82,"GDP"
"89","AUT",2019,"EUR",373091.24,"GDP"
"90","AUT",2020,"EUR",348344.13,"GDP"
"91","AUT",2021,"EUR",363106.49,"GDP"
"92","AUT",2022,"EUR",380558.95,"GDP"
"93","AUT",2000,"EUR",108275.9,"EXP_GDS_SRVS"
"94","AUT",2001,"EUR",114524.5,"EXP_GDS_SRVS"
"95","AUT",2002,"EUR",119433.27,"EXP_GDS_SRVS"
"96","AUT",2003,"EUR",120068.05,"EXP_GDS_SRVS"
"97","AUT",2004,"EUR",130467.23,"EXP_GDS_SRVS"
"98","AUT",2005,"EUR",139163.01,"EXP_GDS_SRVS"
"99","AUT",2006,"EUR",149706.24,"EXP_GDS_SRVS"
"100","AUT",2007,"EUR",161041.71,"EXP_GDS_SRVS"
"101","AUT",2008,"EUR",164537.39,"EXP_GDS_SRVS"
"102","AUT",2009,"EUR",140896.48,"EXP_GDS_SRVS"
"103","AUT",2010,"EUR",159397.7,"EXP_GDS_SRVS"
"104","AUT",2011,"EUR",168858.53,"EXP_GDS_SRVS"
"105","AUT",2012,"EUR",171286.2,"EXP_GDS_SRVS"
"106","AUT",2013,"EUR",172383.55,"EXP_GDS_SRVS"
"107","AUT",2014,"EUR",177361.3,"EXP_GDS_SRVS"
"108","AUT",2015,"EUR",182769.3,"EXP_GDS_SRVS"
"109","AUT",2016,"EUR",188230.64,"EXP_GDS_SRVS"
"110","AUT",2017,"EUR",197450.19,"EXP_GDS_SRVS"
"111","AUT",2018,"EUR",207714.48,"EXP_GDS_SRVS"
"112","AUT",2019,"EUR",216146.87,"EXP_GDS_SRVS"
"113","AUT",2020,"EUR",193300.89,"EXP_GDS_SRVS"
"114","AUT",2021,"EUR",210943.92,"EXP_GDS_SRVS"
"115","AUT",2022,"EUR",234542.88,"EXP_GDS_SRVS"
"116","AUT",2000,"EUR",106781.71,"IMP_GDS_SRVS"
"117","AUT",2001,"EUR",112326.16,"IMP_GDS_SRVS"
"118","AUT",2002,"EUR",112652.83,"IMP_GDS_SRVS"
"119","AUT",2003,"EUR",116604.03,"IMP_GDS_SRVS"
"120","AUT",2004,"EUR",125903.37,"IMP_GDS_SRVS"
"121","AUT",2005,"EUR",132771.45,"IMP_GDS_SRVS"
"122","AUT",2006,"EUR",140544.63,"IMP_GDS_SRVS"
"123","AUT",2007,"EUR",148464.3,"IMP_GDS_SRVS"
"124","AUT",2008,"EUR",149881.03,"IMP_GDS_SRVS"
"125","AUT",2009,"EUR",132046.36,"IMP_GDS_SRVS"
"126","AUT",2010,"EUR",147851.67,"IMP_GDS_SRVS"
"127","AUT",2011,"EUR",156655.16,"IMP_GDS_SRVS"
"128","AUT",2012,"EUR",158102.07,"IMP_GDS_SRVS"
"129","AUT",2013,"EUR",159199.38,"IMP_GDS_SRVS"
"130","AUT",2014,"EUR",163906.3,"IMP_GDS_SRVS"
"131","AUT",2015,"EUR",169856.43,"IMP_GDS_SRVS"
"132","AUT",2016,"EUR",176184.84,"IMP_GDS_SRVS"
"133","AUT",2017,"EUR",185503.64,"IMP_GDS_SRVS"
"134","AUT",2018,"EUR",195423.8,"IMP_GDS_SRVS"
"135","AUT",2019,"EUR",199816.41,"IMP_GDS_SRVS"
"136","AUT",2020,"EUR",179795.58,"IMP_GDS_SRVS"
"137","AUT",2021,"EUR",205556.34,"IMP_GDS_SRVS"
"138","AUT",2022,"EUR",221751.67,"IMP_GDS_SRVS"
"139","BEL",2000,"EUR",329614.2,"GDP"
"140","BEL",2001,"EUR",333238.7,"GDP"
"141","BEL",2002,"EUR",338926.7,"GDP"
"142","BEL",2003,"EUR",342444.7,"GDP"
"143","BEL",2004,"EUR",354674.1,"GDP"
"144","BEL",2005,"EUR",362908.7,"GDP"
"145","BEL",2006,"EUR",372171.4,"GDP"
"146","BEL",2007,"EUR",385855.7,"GDP"
"147","BEL",2008,"EUR",387580.2,"GDP"
"148","BEL",2009,"EUR",379748.2,"GDP"
"149","BEL",2010,"EUR",390625.3,"GDP"
"150","BEL",2011,"EUR",397244.5,"GDP"
"151","BEL",2012,"EUR",400181,"GDP"
"152","BEL",2013,"EUR",402018.8,"GDP"
"153","BEL",2014,"EUR",408364.8,"GDP"
"154","BEL",2015,"EUR",416701.4,"GDP"
"155","BEL",2016,"EUR",421979.7,"GDP"
"156","BEL",2017,"EUR",428814,"GDP"
"157","BEL",2018,"EUR",436502.4,"GDP"
"158","BEL",2019,"EUR",446283.7,"GDP"
"159","BEL",2020,"EUR",422805.7,"GDP"
"160","BEL",2021,"EUR",451772.1,"GDP"
"161","BEL",2022,"EUR",465370,"GDP"
"162","BEL",2000,"EUR",216346.8,"EXP_GDS_SRVS"
"163","BEL",2001,"EUR",217169.3,"EXP_GDS_SRVS"
"164","BEL",2002,"EUR",224658.1,"EXP_GDS_SRVS"
"165","BEL",2003,"EUR",228287.1,"EXP_GDS_SRVS"
"166","BEL",2004,"EUR",242425.8,"EXP_GDS_SRVS"
"167","BEL",2005,"EUR",255786.1,"EXP_GDS_SRVS"
"168","BEL",2006,"EUR",270367.5,"EXP_GDS_SRVS"
"169","BEL",2007,"EUR",285064.8,"EXP_GDS_SRVS"
"170","BEL",2008,"EUR",290217.7,"EXP_GDS_SRVS"
"171","BEL",2009,"EUR",257494.8,"EXP_GDS_SRVS"
"172","BEL",2010,"EUR",284374.9,"EXP_GDS_SRVS"
"173","BEL",2011,"EUR",297545.1,"EXP_GDS_SRVS"
"174","BEL",2012,"EUR",296096.5,"EXP_GDS_SRVS"
"175","BEL",2013,"EUR",297140.7,"EXP_GDS_SRVS"
"176","BEL",2014,"EUR",312582.4,"EXP_GDS_SRVS"
"177","BEL",2015,"EUR",324215.7,"EXP_GDS_SRVS"
"178","BEL",2016,"EUR",344323.1,"EXP_GDS_SRVS"
"179","BEL",2017,"EUR",363161,"EXP_GDS_SRVS"
"180","BEL",2018,"EUR",367073.4,"EXP_GDS_SRVS"
"181","BEL",2019,"EUR",375842.6,"EXP_GDS_SRVS"
"182","BEL",2020,"EUR",352319.6,"EXP_GDS_SRVS"
"183","BEL",2021,"EUR",401136.4,"EXP_GDS_SRVS"
"184","BEL",2022,"EUR",420869.4,"EXP_GDS_SRVS"
"185","BEL",2000,"EUR",213759.9,"IMP_GDS_SRVS"
"186","BEL",2001,"EUR",212145,"IMP_GDS_SRVS"
"187","BEL",2002,"EUR",214385.2,"IMP_GDS_SRVS"
"188","BEL",2003,"EUR",217514.1,"IMP_GDS_SRVS"
"189","BEL",2004,"EUR",231232,"IMP_GDS_SRVS"
"190","BEL",2005,"EUR",246092.3,"IMP_GDS_SRVS"
"191","BEL",2006,"EUR",258746,"IMP_GDS_SRVS"
"192","BEL",2007,"EUR",273182.3,"IMP_GDS_SRVS"
"193","BEL",2008,"EUR",283576.9,"IMP_GDS_SRVS"
"194","BEL",2009,"EUR",252783.6,"IMP_GDS_SRVS"
"195","BEL",2010,"EUR",277273.2,"IMP_GDS_SRVS"
"196","BEL",2011,"EUR",292869.9,"IMP_GDS_SRVS"
"197","BEL",2012,"EUR",290893.6,"IMP_GDS_SRVS"
"198","BEL",2013,"EUR",290271.5,"IMP_GDS_SRVS"
"199","BEL",2014,"EUR",306318.5,"IMP_GDS_SRVS"
"200","BEL",2015,"EUR",318306.8,"IMP_GDS_SRVS"
"201","BEL",2016,"EUR",342025.7,"IMP_GDS_SRVS"
"202","BEL",2017,"EUR",359876.4,"IMP_GDS_SRVS"
"203","BEL",2018,"EUR",366990.8,"IMP_GDS_SRVS"
"204","BEL",2019,"EUR",374171.8,"IMP_GDS_SRVS"
"205","BEL",2020,"EUR",346629.6,"IMP_GDS_SRVS"
"206","BEL",2021,"EUR",391807,"IMP_GDS_SRVS"
"207","BEL",2022,"EUR",410988,"IMP_GDS_SRVS"
"208","CAN",2000,"CAD",1536666.25,"GDP"
"209","CAN",2001,"CAD",1565480.25,"GDP"
"210","CAN",2002,"CAD",1612433,"GDP"
"211","CAN",2003,"CAD",1641559.75,"GDP"
"212","CAN",2004,"CAD",1692322.75,"GDP"
"213","CAN",2005,"CAD",1746654,"GDP"
"214","CAN",2006,"CAD",1792729.75,"GDP"
"215","CAN",2007,"CAD",1829479,"GDP"
"216","CAN",2008,"CAD",1847689.75,"GDP"
"217","CAN",2009,"CAD",1793828,"GDP"
"218","CAN",2010,"CAD",1849271.75,"GDP"
"219","CAN",2011,"CAD",1907287,"GDP"
"220","CAN",2012,"CAD",1940772.5,"GDP"
"221","CAN",2013,"CAD",1985911.25,"GDP"
"222","CAN",2014,"CAD",2042975.75,"GDP"
"223","CAN",2015,"CAD",2056254.5,"GDP"
"224","CAN",2016,"CAD",2077609.75,"GDP"
"225","CAN",2017,"CAD",2140641,"GDP"
"226","CAN",2018,"CAD",2199358,"GDP"
"227","CAN",2019,"CAD",2241331.25,"GDP"
"228","CAN",2020,"CAD",2128407.75,"GDP"
"229","CAN",2021,"CAD",2240935.75,"GDP"
"230","CAN",2022,"CAD",2326536.5,"GDP"
"231","CAN",2000,"CAD",570261.25,"EXP_GDS_SRVS"
"232","CAN",2001,"CAD",554898.75,"EXP_GDS_SRVS"
"233","CAN",2002,"CAD",561560.25,"EXP_GDS_SRVS"
"234","CAN",2003,"CAD",552060,"EXP_GDS_SRVS"
"235","CAN",2004,"CAD",582747.5,"EXP_GDS_SRVS"
"236","CAN",2005,"CAD",596037.25,"EXP_GDS_SRVS"
"237","CAN",2006,"CAD",601322.25,"EXP_GDS_SRVS"
"238","CAN",2007,"CAD",607838.25,"EXP_GDS_SRVS"
"239","CAN",2008,"CAD",580157.75,"EXP_GDS_SRVS"
"240","CAN",2009,"CAD",505025.75,"EXP_GDS_SRVS"
"241","CAN",2010,"CAD",538740.5,"EXP_GDS_SRVS"
"242","CAN",2011,"CAD",564585.25,"EXP_GDS_SRVS"
"243","CAN",2012,"CAD",580191.5,"EXP_GDS_SRVS"
"244","CAN",2013,"CAD",594426,"EXP_GDS_SRVS"
"245","CAN",2014,"CAD",631988.25,"EXP_GDS_SRVS"
"246","CAN",2015,"CAD",653468.5,"EXP_GDS_SRVS"
"247","CAN",2016,"CAD",663435.5,"EXP_GDS_SRVS"
"248","CAN",2017,"CAD",673326.25,"EXP_GDS_SRVS"
"249","CAN",2018,"CAD",697391.75,"EXP_GDS_SRVS"
"250","CAN",2019,"CAD",713338,"EXP_GDS_SRVS"
"251","CAN",2020,"CAD",649274,"EXP_GDS_SRVS"
"252","CAN",2021,"CAD",666994.75,"EXP_GDS_SRVS"
"253","CAN",2022,"CAD",688343.5,"EXP_GDS_SRVS"
"254","CAN",2000,"CAD",451399,"IMP_GDS_SRVS"
"255","CAN",2001,"CAD",429372.5,"IMP_GDS_SRVS"
"256","CAN",2002,"CAD",437453.5,"IMP_GDS_SRVS"
"257","CAN",2003,"CAD",456010,"IMP_GDS_SRVS"
"258","CAN",2004,"CAD",494864.5,"IMP_GDS_SRVS"
"259","CAN",2005,"CAD",531188.25,"IMP_GDS_SRVS"
"260","CAN",2006,"CAD",559426.25,"IMP_GDS_SRVS"
"261","CAN",2007,"CAD",591781.25,"IMP_GDS_SRVS"
"262","CAN",2008,"CAD",597181.75,"IMP_GDS_SRVS"
"263","CAN",2009,"CAD",523058.25,"IMP_GDS_SRVS"
"264","CAN",2010,"CAD",595157.25,"IMP_GDS_SRVS"
"265","CAN",2011,"CAD",628440.25,"IMP_GDS_SRVS"
"266","CAN",2012,"CAD",651551.75,"IMP_GDS_SRVS"
"267","CAN",2013,"CAD",665112.25,"IMP_GDS_SRVS"
"268","CAN",2014,"CAD",681850,"IMP_GDS_SRVS"
"269","CAN",2015,"CAD",687030.75,"IMP_GDS_SRVS"
"270","CAN",2016,"CAD",687389,"IMP_GDS_SRVS"
"271","CAN",2017,"CAD",720254,"IMP_GDS_SRVS"
"272","CAN",2018,"CAD",745447.25,"IMP_GDS_SRVS"
"273","CAN",2019,"CAD",744641,"IMP_GDS_SRVS"
"274","CAN",2020,"CAD",674517,"IMP_GDS_SRVS"
"275","CAN",2021,"CAD",729405.25,"IMP_GDS_SRVS"
"276","CAN",2022,"CAD",785120.25,"IMP_GDS_SRVS"
"277","CZE",2000,"CZK",3105972,"GDP"
"278","CZE",2001,"CZK",3200486,"GDP"
"279","CZE",2002,"CZK",3250729,"GDP"
"280","CZE",2003,"CZK",3367225,"GDP"
"281","CZE",2004,"CZK",3529332,"GDP"
"282","CZE",2005,"CZK",3762325,"GDP"
"283","CZE",2006,"CZK",4016919,"GDP"
"284","CZE",2007,"CZK",4240675,"GDP"
"285","CZE",2008,"CZK",4354597,"GDP"
"286","CZE",2009,"CZK",4151789,"GDP"
"287","CZE",2010,"CZK",4252881,"GDP"
"288","CZE",2011,"CZK",4327747,"GDP"
"289","CZE",2012,"CZK",4293774,"GDP"
"290","CZE",2013,"CZK",4291803,"GDP"
"291","CZE",2014,"CZK",4388888,"GDP"
"292","CZE",2015,"CZK",4625378,"GDP"
"293","CZE",2016,"CZK",4742737,"GDP"
"294","CZE",2017,"CZK",4987876,"GDP"
"295","CZE",2018,"CZK",5148490,"GDP"
"296","CZE",2019,"CZK",5304483,"GDP"
"297","CZE",2020,"CZK",5012579,"GDP"
"298","CZE",2021,"CZK",5190677,"GDP"
"299","CZE",2022,"CZK",5312710,"GDP"
"300","CZE",2000,"CZK",1124835,"EXP_GDS_SRVS"
"301","CZE",2001,"CZK",1230892,"EXP_GDS_SRVS"
"302","CZE",2002,"CZK",1242245,"EXP_GDS_SRVS"
"303","CZE",2003,"CZK",1351854,"EXP_GDS_SRVS"
"304","CZE",2004,"CZK",1753077,"EXP_GDS_SRVS"
"305","CZE",2005,"CZK",2071409,"EXP_GDS_SRVS"
"306","CZE",2006,"CZK",2367397,"EXP_GDS_SRVS"
"307","CZE",2007,"CZK",2628553,"EXP_GDS_SRVS"
"308","CZE",2008,"CZK",2739316,"EXP_GDS_SRVS"
"309","CZE",2009,"CZK",2470098,"EXP_GDS_SRVS"
"310","CZE",2010,"CZK",2832254,"EXP_GDS_SRVS"
"311","CZE",2011,"CZK",3091788,"EXP_GDS_SRVS"
"312","CZE",2012,"CZK",3224098,"EXP_GDS_SRVS"
"313","CZE",2013,"CZK",3232471,"EXP_GDS_SRVS"
"314","CZE",2014,"CZK",3514162,"EXP_GDS_SRVS"
"315","CZE",2015,"CZK",3726148,"EXP_GDS_SRVS"
"316","CZE",2016,"CZK",3887958,"EXP_GDS_SRVS"
"317","CZE",2017,"CZK",4167821,"EXP_GDS_SRVS"
"318","CZE",2018,"CZK",4322317,"EXP_GDS_SRVS"
"319","CZE",2019,"CZK",4386247,"EXP_GDS_SRVS"
"320","CZE",2020,"CZK",4033991,"EXP_GDS_SRVS"
"321","CZE",2021,"CZK",4312153,"EXP_GDS_SRVS"
"322","CZE",2022,"CZK",4623783,"EXP_GDS_SRVS"
"323","CZE",2000,"CZK",1118035,"IMP_GDS_SRVS"
"324","CZE",2001,"CZK",1244904,"IMP_GDS_SRVS"
"325","CZE",2002,"CZK",1306945,"IMP_GDS_SRVS"
"326","CZE",2003,"CZK",1430682,"IMP_GDS_SRVS"
"327","CZE",2004,"CZK",1796731,"IMP_GDS_SRVS"
"328","CZE",2005,"CZK",2020955,"IMP_GDS_SRVS"
"329","CZE",2006,"CZK",2252994,"IMP_GDS_SRVS"
"330","CZE",2007,"CZK",2543149,"IMP_GDS_SRVS"
"331","CZE",2008,"CZK",2623964,"IMP_GDS_SRVS"
"332","CZE",2009,"CZK",2333309,"IMP_GDS_SRVS"
"333","CZE",2010,"CZK",2678928,"IMP_GDS_SRVS"
"334","CZE",2011,"CZK",2858876,"IMP_GDS_SRVS"
"335","CZE",2012,"CZK",2934200,"IMP_GDS_SRVS"
"336","CZE",2013,"CZK",2936009,"IMP_GDS_SRVS"
"337","CZE",2014,"CZK",3230119,"IMP_GDS_SRVS"
"338","CZE",2015,"CZK",3451313,"IMP_GDS_SRVS"
"339","CZE",2016,"CZK",3548980,"IMP_GDS_SRVS"
"340","CZE",2017,"CZK",3770811,"IMP_GDS_SRVS"
"341","CZE",2018,"CZK",3988896,"IMP_GDS_SRVS"
"342","CZE",2019,"CZK",4050531,"IMP_GDS_SRVS"
"343","CZE",2020,"CZK",3718555,"IMP_GDS_SRVS"
"344","CZE",2021,"CZK",4213990,"IMP_GDS_SRVS"
"345","CZE",2022,"CZK",4478751,"IMP_GDS_SRVS"
"346","DNK",2000,"DKK",1677216.83,"GDP"
"347","DNK",2001,"DKK",1691022.891,"GDP"
"348","DNK",2002,"DKK",1698908.901,"GDP"
"349","DNK",2003,"DKK",1705535.64,"GDP"
"350","DNK",2004,"DKK",1751043.071,"GDP"
"351","DNK",2005,"DKK",1791958.667,"GDP"
"352","DNK",2006,"DKK",1862078.152,"GDP"
"353","DNK",2007,"DKK",1879008.892,"GDP"
"354","DNK",2008,"DKK",1869388.052,"GDP"
"355","DNK",2009,"DKK",1777665.635,"GDP"
"356","DNK",2010,"DKK",1810925.601,"GDP"
"357","DNK",2011,"DKK",1835133.652,"GDP"
"358","DNK",2012,"DKK",1839290.226,"GDP"
"359","DNK",2013,"DKK",1856457.075,"GDP"
"360","DNK",2014,"DKK",1886520.426,"GDP"
"361","DNK",2015,"DKK",1930713.886,"GDP"
"362","DNK",2016,"DKK",1993384.028,"GDP"
"363","DNK",2017,"DKK",2049632.07,"GDP"
"364","DNK",2018,"DKK",2090410.265,"GDP"
"365","DNK",2019,"DKK",2121630.269,"GDP"
"366","DNK",2020,"DKK",2070191.074,"GDP"
"367","DNK",2021,"DKK",2211885.756,"GDP"
"368","DNK",2022,"DKK",2272296.215,"GDP"
"369","DNK",2000,"DKK",696338.418,"EXP_GDS_SRVS"
"370","DNK",2001,"DKK",719720.933,"EXP_GDS_SRVS"
"371","DNK",2002,"DKK",751045.421,"EXP_GDS_SRVS"
"372","DNK",2003,"DKK",741966.915,"EXP_GDS_SRVS"
"373","DNK",2004,"DKK",764414.224,"EXP_GDS_SRVS"
"374","DNK",2005,"DKK",824192.8,"EXP_GDS_SRVS"
"375","DNK",2006,"DKK",909394.732,"EXP_GDS_SRVS"
"376","DNK",2007,"DKK",942619.986,"EXP_GDS_SRVS"
"377","DNK",2008,"DKK",979118.394,"EXP_GDS_SRVS"
"378","DNK",2009,"DKK",888800.695,"EXP_GDS_SRVS"
"379","DNK",2010,"DKK",914932.631,"EXP_GDS_SRVS"
"380","DNK",2011,"DKK",980760.899,"EXP_GDS_SRVS"
"381","DNK",2012,"DKK",992159.358,"EXP_GDS_SRVS"
"382","DNK",2013,"DKK",1008147.015,"EXP_GDS_SRVS"
"383","DNK",2014,"DKK",1039690.454,"EXP_GDS_SRVS"
"384","DNK",2015,"DKK",1076884.034,"EXP_GDS_SRVS"
"385","DNK",2016,"DKK",1121159.876,"EXP_GDS_SRVS"
"386","DNK",2017,"DKK",1175128.233,"EXP_GDS_SRVS"
"387","DNK",2018,"DKK",1214524.119,"EXP_GDS_SRVS"
"388","DNK",2019,"DKK",1269311.522,"EXP_GDS_SRVS"
"389","DNK",2020,"DKK",1191825.555,"EXP_GDS_SRVS"
"390","DNK",2021,"DKK",1283254.833,"EXP_GDS_SRVS"
"391","DNK",2022,"DKK",1422398.088,"EXP_GDS_SRVS"
"392","DNK",2000,"DKK",548134.326,"IMP_GDS_SRVS"
"393","DNK",2001,"DKK",561290.651,"IMP_GDS_SRVS"
"394","DNK",2002,"DKK",597055.631,"IMP_GDS_SRVS"
"395","DNK",2003,"DKK",590892.153,"IMP_GDS_SRVS"
"396","DNK",2004,"DKK",633160.384,"IMP_GDS_SRVS"
"397","DNK",2005,"DKK",705349.204,"IMP_GDS_SRVS"
"398","DNK",2006,"DKK",803852.324,"IMP_GDS_SRVS"
"399","DNK",2007,"DKK",850780.947,"IMP_GDS_SRVS"
"400","DNK",2008,"DKK",891365.142,"IMP_GDS_SRVS"
"401","DNK",2009,"DKK",784904.241,"IMP_GDS_SRVS"
"402","DNK",2010,"DKK",789147.941,"IMP_GDS_SRVS"
"403","DNK",2011,"DKK",847889.069,"IMP_GDS_SRVS"
"404","DNK",2012,"DKK",870858.105,"IMP_GDS_SRVS"
"405","DNK",2013,"DKK",883665.418,"IMP_GDS_SRVS"
"406","DNK",2014,"DKK",918099.255,"IMP_GDS_SRVS"
"407","DNK",2015,"DKK",959971.597,"IMP_GDS_SRVS"
"408","DNK",2016,"DKK",995127.914,"IMP_GDS_SRVS"
"409","DNK",2017,"DKK",1036755.628,"IMP_GDS_SRVS"
"410","DNK",2018,"DKK",1089552.295,"IMP_GDS_SRVS"
"411","DNK",2019,"DKK",1122355.264,"IMP_GDS_SRVS"
"412","DNK",2020,"DKK",1091076.811,"IMP_GDS_SRVS"
"413","DNK",2021,"DKK",1187268.062,"IMP_GDS_SRVS"
"414","DNK",2022,"DKK",1264451.711,"IMP_GDS_SRVS"
"415","FIN",2000,"EUR",176742,"GDP"
"416","FIN",2001,"EUR",181355,"GDP"
"417","FIN",2002,"EUR",184451,"GDP"
"418","FIN",2003,"EUR",188147,"GDP"
"419","FIN",2004,"EUR",195658,"GDP"
"420","FIN",2005,"EUR",201097,"GDP"
"421","FIN",2006,"EUR",209196,"GDP"
"422","FIN",2007,"EUR",220282,"GDP"
"423","FIN",2008,"EUR",222009,"GDP"
"424","FIN",2009,"EUR",204083,"GDP"
"425","FIN",2010,"EUR",210585,"GDP"
"426","FIN",2011,"EUR",215950,"GDP"
"427","FIN",2012,"EUR",212932,"GDP"
"428","FIN",2013,"EUR",211012,"GDP"
"429","FIN",2014,"EUR",210242,"GDP"
"430","FIN",2015,"EUR",211385,"GDP"
"431","FIN",2016,"EUR",217328,"GDP"
"432","FIN",2017,"EUR",224266,"GDP"
"433","FIN",2018,"EUR",226822,"GDP"
"434","FIN",2019,"EUR",229600,"GDP"
"435","FIN",2020,"EUR",224193,"GDP"
"436","FIN",2021,"EUR",230556,"GDP"
"437","FIN",2022,"EUR",234324,"GDP"
"438","FIN",2000,"EUR",56043,"EXP_GDS_SRVS"
"439","FIN",2001,"EUR",57064,"EXP_GDS_SRVS"
"440","FIN",2002,"EUR",59337,"EXP_GDS_SRVS"
"441","FIN",2003,"EUR",58739,"EXP_GDS_SRVS"
"442","FIN",2004,"EUR",63874,"EXP_GDS_SRVS"
"443","FIN",2005,"EUR",68312,"EXP_GDS_SRVS"
"444","FIN",2006,"EUR",75016,"EXP_GDS_SRVS"
"445","FIN",2007,"EUR",81758,"EXP_GDS_SRVS"
"446","FIN",2008,"EUR",87155,"EXP_GDS_SRVS"
"447","FIN",2009,"EUR",69625,"EXP_GDS_SRVS"
